HolderAddress,Balance_2021-04-14_23-2,Balance_2021-04-16_21-11,Balance_2021-04-18_12-36,Balance_2021-04-19_18-40,Balance_2021-04-20_17-45,Balance_2021-04-21_17-52,Balance_2021-04-22_17-38,Balance_2021-04-23_22-34,Balance_2021-04-24_9-19,Balance_2021-04-25_18-31,Balance_2021-04-26_21-3,Balance_2021-04-27_19-45,Balance_2021-04-28_20-51,Balance_2021-05-01_9-36,Balance_2021-05-04_20-54,Balance_2021-05-05_18-45,Balance_2021-05-09_10-5,Balance_2021-05-12_22-7,Balance_2021-07-18_13-6
0x58a0adf3c63607b18e34cecbe85fc5c89355c8f7,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,900000.0,684089.66129597,684089.66129597,684089.66129597,684089.66129597,684089.66129597,0.0
0x301a405a198983520cc6e39af460f5d876067751,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,879303.85850689,0.0,0.0,0.0,0.0,0.0,0.0
0x843bd90031b4f77e5bc8bcb2801fe6635e64ed63,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376,864781.36918376
0x530226f204082727eb2baa3f17504072280dd5d1,848577.46927095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x164d60f7bc6fe5958719fb48abbafb126c12d338,835376.01774789,835376.01774789,835376.01774789,435376.01774789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,821540.16927211,818923.23798756
0x658ef65254c2032014feff6b86a719687d304426,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,818819.0,0.0
0x801a817cf619fabd63de8aeed531fa94089e04d5,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0,812000.0
0x522e342aeaea3560b6296852199b523bad5715bf,805735.85783814,805735.85783814,805735.85783814,805735.85783814,805735.85783814,805735.85783814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x84610724522e7e3e5276243883a3c75fd04b4cc7,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795,800436.07410795
0xbb051f47a986f47cb13e9b68c56a4a239eb4b2a4,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4b1d667eb8202aedb22d247504e3f28ab910cecd,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,792200.94292222,0.0
0xe81c262e4169e83e99636aa7e670d928f8f5a7d9,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062,782536.78040062
0x21d84c39ba00dfa4470d5e8f6f80fb72a4d1ba40,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,773447.92028762,0.0
0x677a16bf837fd3ac55ea41a6f4bb515ec2343de5,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638,751619.79040638
0x291dedb94e300dd22c1a73776595d12b056404c0,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268,750109.01123268
0xab3f7ade65ec3c0e6fd4f0135a09fcce349f50b7,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,736614.39369571,0.0,0.0,0.0,0.0,0.0,0.0
0x4798023c996eb112d3aaabc880efed115c664423,733169.1760433,733169.1760433,733169.1760433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3f50f8f267b43509a327f864bcc79fe8a564977a,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0,725000.0
0x5f8188ab19a417bbc365b7458572948e4d1a11b7,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627,709960.52874627
0x94f65587933f952da5a98271513a019751c0b04e,705418.27521945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x374f7d37162510c7cdb9f37d2b45e6f741b2b6ec,701237.85414194,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,860080.33310941,936234.39574703,981266.09632535,1141244.2490281
0x3c47548c4e84fde75bed69ac87af366b5ef0ebd8,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,699999.5559985,0.0
0x17426e741c3487c4e004bfee84d2aec091df0b55,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042,695036.48005042
0xf978247a03a6aaae0500adf84383b50d0e1a88d0,691024.70493002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe076a4b7ae3e64582f93d648bb3ad0968113f6b6,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277,690946.23629277
0xe99f654b36070ff946dc04c1013f70e89b759f1e,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,685879.8973882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x71390d89440fee93a55fcfafb31eae6f2873cfb1,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425,683205.50965425
0xf22c9b1a7966188746fd94ef61f85460a53d83bc,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,673565.76200635,600565.76200635,600565.76200635,600565.76200635,600565.76200635,600565.76200635,0.0
0x04791a946c766e83b243ef3c96f23d30c2b1010b,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,658996.31277814,190096.31277814
0x51876edeccb9366dd1d4c7564693b11997d54d15,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,650000.0,0.0
0xcce8d59affdd93be338fc77fa0a298c2cb65da59,644455.42944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,633044.29944234,715541.29944234,715541.29944234,715541.29944234,715541.29944234,366387.33944234,312344.87233653
0x47289b27c9acff13ee85ec1e3a34da852dfba3c0,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354,630618.35988354
