HolderAddress,Balance_2021-04-14_23-1,Balance_2021-04-16_20-21,Balance_2021-04-18_11-56,Balance_2021-04-19_17-55,Balance_2021-04-20_17-21,Balance_2021-04-21_17-18,Balance_2021-04-22_16-56,Balance_2021-04-23_21-58,Balance_2021-04-24_8-41,Balance_2021-04-25_17-55,Balance_2021-04-26_20-28,Balance_2021-04-27_19-12,Balance_2021-04-28_20-17,Balance_2021-04-30_13-19,Balance_2021-05-01_9-2,Balance_2021-05-04_20-22,Balance_2021-05-05_18-12,Balance_2021-05-09_9-32
0xbda6ae110ddd555b21cd16845a183fbc6fcdff21,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0,13817.0
0x8fd9d257525eb6785fa42bf48c10f82ce903cfcd,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0,13333.0
0x8abfdd94087b98d6b068b1d53fb600e83845294d,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0,13298.0
0x46b48967aa0747fac3d8feb487589a460c350fcc,12895.54404931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0933527c7f6ee9f3e987be97ed5d8ea61b129937,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249,12639.8886249
0xece8c96c5d3cf350c6cd9e73fc49959f33e01bcb,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172,12473.52934172
0x24bfa7cc7f0c04c9d5660338c0bd74bc5ed756a0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0,12265.0
0x370d3101aad8e7a9b51862d260b2ea79e142a1ba,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0,12112.0
0x8a9f9b9e669104fe3bcb0c8ded39e2ac356b09ec,12072.10580358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe52cc5ad8817cb181811d678b3d0375e3fcf09b4,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0,12027.0
